Index_x,CardNo,Sex,Major,AccessCardNo,Index_y,Date,Address,Access,Describe,Time
584,180584,女,18电子商务,17606266,1350157.0,2019/4/10,飞凤轩[进门],1.0,允许通过,00:00
584,180584,女,18电子商务,17606266,1357901.0,2019/4/15,飞凤轩[进门],1.0,允许通过,13:45
584,180584,女,18电子商务,17606266,1360275.0,2019/4/17,飞凤轩[出门],1.0,允许通过,22:24
584,180584,女,18电子商务,17606266,1362971.0,2019/4/20,飞凤轩[出门],1.0,允许通过,09:06
584,180584,女,18电子商务,17606266,1365161.0,2019/4/20,飞凤轩[出门],1.0,允许通过,18:15
584,180584,女,18电子商务,17606266,1365223.0,2019/4/20,飞凤轩[出门],1.0,允许通过,18:56
584,180584,女,18电子商务,17606266,1365227.0,2019/4/20,飞凤轩[进门],1.0,允许通过,18:59
584,180584,女,18电子商务,17606266,1365317.0,2019/4/20,飞凤轩[出门],1.0,允许通过,20:08
584,180584,女,18电子商务,17606266,1367968.0,2019/4/22,飞凤轩[出门],1.0,允许通过,00:00
584,180584,女,18电子商务,17606266,1369269.0,2019/4/24,飞凤轩[出门],1.0,允许通过,22:45
584,180584,女,18电子商务,17606266,1369274.0,2019/4/24,飞凤轩[进门],1.0,允许通过,22:50
584,180584,女,18电子商务,17606266,1373578.0,2019/4/26,飞凤轩[进门],1.0,允许通过,20:35
584,180584,女,18电子商务,17606266,1373978.0,2019/4/27,飞凤轩[出门],1.0,允许通过,10:55
584,180584,女,18电子商务,17606266,1373992.0,2019/4/27,飞凤轩[进门],1.0,允许通过,11:04
584,180584,女,18电子商务,17606266,1374249.0,2019/4/27,飞凤轩[出门],1.0,允许通过,15:37
587,180587,女,18电子商务,18714986,1335057.0,2019/4/5,飞凤轩[出门],1.0,允许通过,12:11
587,180587,女,18电子商务,18714986,1335094.0,2019/4/5,飞凤轩[进门],1.0,允许通过,12:36
587,180587,女,18电子商务,18714986,1339091.0,2019/4/3,飞凤轩[进门],1.0,允许通过,18:06
587,180587,女,18电子商务,18714986,1344346.0,2019/4/29,飞凤轩[出门],1.0,允许通过,08:17
587,180587,女,18电子商务,18714986,1345048.0,2019/4/29,飞凤轩[出门],1.0,允许通过,20:26
587,180587,女,18电子商务,18714986,1354652.0,2019/4/13,飞凤轩[进门],1.0,允许通过,11:23
587,180587,女,18电子商务,18714986,1354746.0,2019/4/13,飞凤轩[出门],1.0,允许通过,13:07
587,180587,女,18电子商务,18714986,1355243.0,2019/4/14,飞凤轩[出门],1.0,允许通过,07:13
587,180587,女,18电子商务,18714986,1358703.0,2019/4/16,飞凤轩[进门],1.0,允许通过,18:35
587,180587,女,18电子商务,18714986,1361314.0,2019/4/18,飞凤轩[进门],1.0,允许通过,19:58
587,180587,女,18电子商务,18714986,1362834.0,2019/4/19,飞凤轩[进门],1.0,允许通过,22:24
587,180587,女,18电子商务,18714986,1365329.0,2019/4/20,飞凤轩[进门],1.0,允许通过,20:20
587,180587,女,18电子商务,18714986,1365715.0,2019/4/21,飞凤轩[进门],1.0,允许通过,09:51
587,180587,女,18电子商务,18714986,1374101.0,2019/4/27,飞凤轩[出门],1.0,允许通过,12:18
587,180587,女,18电子商务,18714986,1374173.0,2019/4/27,飞凤轩[进门],1.0,允许通过,13:06
587,180587,女,18电子商务,18714986,1374787.0,2019/4/28,飞凤轩[进门],1.0,允许通过,20:40
588,180588,女,18电子商务,18911386,1334690.0,2019/4/5,飞凤轩[出门],1.0,允许通过,07:18
588,180588,女,18电子商务,18911386,1334691.0,2019/4/5,飞凤轩[出门],1.0,允许通过,07:18
588,180588,女,18电子商务,18911386,1337013.0,2019/4/7,飞凤轩[进门],1.0,允许通过,20:33
588,180588,女,18电子商务,18911386,1339922.0,2019/4/4,飞凤轩[进门],1.0,允许通过,00:00
588,180588,女,18电子商务,18911386,1347285.0,2019/4/8,飞凤轩[进门],1.0,允许通过,00:00
588,180588,女,18电子商务,18911386,1348488.0,2019/4/9,飞凤轩[进门],1.0,允许通过,10:25
588,180588,女,18电子商务,18911386,1349493.0,2019/4/10,飞凤轩[出门],1.0,允许通过,09:49
588,180588,女,18电子商务,18911386,1350595.0,2019/4/11,飞凤轩[进门],1.0,允许通过,10:32
588,180588,女,18电子商务,18911386,1350594.0,2019/4/11,飞凤轩[进门],1.0,允许通过,10:32
588,180588,女,18电子商务,18911386,1354215.0,2019/4/12,飞凤轩[进门],1.0,允许通过,21:38
588,180588,女,18电子商务,18911386,1354609.0,2019/4/13,飞凤轩[出门],1.0,允许通过,10:59
588,180588,女,18电子商务,18911386,1354615.0,2019/4/13,飞凤轩[进门],1.0,允许通过,11:03
588,180588,女,18电子商务,18911386,1359553.0,2019/4/17,飞凤轩[出门],1.0,允许通过,09:47
588,180588,女,18电子商务,18911386,1361487.0,2019/4/18,飞凤轩[进门],1.0,允许通过,22:00
588,180588,女,18电子商务,18911386,1362787.0,2019/4/19,飞凤轩[进门],1.0,允许通过,21:52
588,180588,女,18电子商务,18911386,1365128.0,2019/4/20,飞凤轩[出门],1.0,允许通过,17:20
588,180588,女,18电子商务,18911386,1365431.0,2019/4/20,飞凤轩[进门],1.0,允许通过,22:10
588,180588,女,18电子商务,18911386,1373889.0,2019/4/27,飞凤轩[出门],1.0,允许通过,00:00
588,180588,女,18电子商务,18911386,1374646.0,2019/4/28,飞凤轩[进门],1.0,允许通过,13:36
588,180588,女,18电子商务,18911386,1374855.0,2019/4/28,飞凤轩[进门],1.0,允许通过,22:19
589,180589,女,18电子商务,19128794,1334395.0,2019/4/1,飞凤轩[进门],1.0,允许通过,19:17
589,180589,女,18电子商务,19128794,1334774.0,2019/4/5,飞凤轩[出门],1.0,允许通过,08:19
589,180589,女,18电子商务,19128794,1335124.0,2019/4/5,飞凤轩[出门],1.0,允许通过,00:00
589,180589,女,18电子商务,19128794,1335149.0,2019/4/5,飞凤轩[进门],1.0,允许通过,13:44
589,180589,女,18电子商务,19128794,1335559.0,2019/4/6,飞凤轩[出门],1.0,允许通过,09:07
589,180589,女,18电子商务,19128794,1335598.0,2019/4/6,飞凤轩[进门],1.0,允许通过,09:53
589,180589,女,18电子商务,19128794,1335604.0,2019/4/6,飞凤轩[出门],1.0,允许通过,00:00
589,180589,女,18电子商务,19128794,1339524.0,2019/4/3,飞凤轩[进门],1.0,允许通过,23:43
589,180589,女,18电子商务,19128794,1340098.0,2019/4/4,飞凤轩[出门],1.0,允许通过,14:33
589,180589,女,18电子商务,19128794,1340105.0,2019/4/4,飞凤轩[进门],1.0,允许通过,14:37
589,180589,女,18电子商务,19128794,1341211.0,2019/4/2,飞凤轩[出门],1.0,允许通过,09:44
589,180589,女,18电子商务,19128794,1345475.0,2019/4/30,飞凤轩[出门],1.0,允许通过,09:43
589,180589,女,18电子商务,19128794,1349465.0,2019/4/10,飞凤轩[出门],1.0,允许通过,09:38
589,180589,女,18电子商务,19128794,1351494.0,2019/4/11,飞凤轩[进门],1.0,允许通过,21:25
589,180589,女,18电子商务,19128794,1354680.0,2019/4/13,飞凤轩[出门],1.0,允许通过,12:20
589,180589,女,18电子商务,19128794,1354717.0,2019/4/13,飞凤轩[进门],1.0,允许通过,12:45
589,180589,女,18电子商务,19128794,1354779.0,2019/4/13,飞凤轩[出门],1.0,允许通过,13:39
589,180589,女,18电子商务,19128794,1361171.0,2019/4/18,飞凤轩[出门],1.0,允许通过,15:29
589,180589,女,18电子商务,19128794,1365873.0,2019/4/21,飞凤轩[出门],1.0,允许通过,14:16
589,180589,女,18电子商务,19128794,1365990.0,2019/4/21,飞凤轩[进门],1.0,允许通过,16:24
590,180590,女,18电子商务,19755786,1331468.0,2019/4/1,飞凤轩[出门],1.0,允许通过,07:36
590,180590,女,18电子商务,19755786,1335853.0,2019/4/6,飞凤轩[出门],1.0,允许通过,17:57
590,180590,女,18电子商务,19755786,1335871.0,2019/4/6,飞凤轩[出门],1.0,允许通过,18:19
590,180590,女,18电子商务,19755786,1335893.0,2019/4/6,飞凤轩[进门],1.0,允许通过,18:33
590,180590,女,18电子商务,19755786,1335971.0,2019/4/6,飞凤轩[出门],1.0,允许通过,19:50
590,180590,女,18电子商务,19755786,1336208.0,2019/4/7,飞凤轩[出门],1.0,允许通过,08:23
590,180590,女,18电子商务,19755786,1336260.0,2019/4/7,飞凤轩[进门],1.0,允许通过,09:46
590,180590,女,18电子商务,19755786,1336293.0,2019/4/7,飞凤轩[出门],1.0,允许通过,10:28
590,180590,女,18电子商务,19755786,1340306.0,2019/4/4,飞凤轩[进门],1.0,允许通过,15:36
590,180590,女,18电子商务,19755786,1344577.0,2019/4/29,飞凤轩[出门],1.0,允许通过,15:08
590,180590,女,18电子商务,19755786,1345582.0,2019/4/30,飞凤轩[出门],1.0,允许通过,15:12
590,180590,女,18电子商务,19755786,1348793.0,2019/4/9,飞凤轩[出门],1.0,允许通过,00:00
590,180590,女,18电子商务,19755786,1348941.0,2019/4/9,飞凤轩[出门],1.0,允许通过,23:13
590,180590,女,18电子商务,19755786,1354259.0,2019/4/12,飞凤轩[进门],1.0,允许通过,00:00
590,180590,女,18电子商务,19755786,1356298.0,2019/4/14,飞凤轩[进门],1.0,允许通过,22:50
590,180590,女,18电子商务,19755786,1360082.0,2019/4/17,飞凤轩[出门],1.0,允许通过,19:43
590,180590,女,18电子商务,19755786,1360087.0,2019/4/17,飞凤轩[出门],1.0,允许通过,19:55
590,180590,女,18电子商务,19755786,1361233.0,2019/4/18,飞凤轩[进门],1.0,允许通过,00:00
590,180590,女,18电子商务,19755786,1361395.0,2019/4/18,飞凤轩[出门],1.0,允许通过,00:00
590,180590,女,18电子商务,19755786,1361559.0,2019/4/18,飞凤轩[出门],1.0,允许通过,23:58
590,180590,女,18电子商务,19755786,1362900.0,2019/4/20,飞凤轩[出门],1.0,允许通过,01:11
590,180590,女,18电子商务,19755786,1362899.0,2019/4/20,飞凤轩[出门],1.0,允许通过,01:11
590,180590,女,18电子商务,19755786,1363087.0,2019/4/20,飞凤轩[出门],1.0,允许通过,11:08
590,180590,女,18电子商务,19755786,1365455.0,2019/4/20,飞凤轩[进门],1.0,允许通过,22:31
590,180590,女,18电子商务,19755786,1366500.0,2019/4/22,飞凤轩[出门],1.0,允许通过,00:00
590,180590,女,18电子商务,19755786,1367840.0,2019/4/22,飞凤轩[出门],1.0,允许通过,20:12
590,180590,女,18电子商务,19755786,1368013.0,2019/4/22,飞凤轩[进门],1.0,允许通过,22:39
590,180590,女,18电子商务,19755786,1370515.0,2019/4/25,飞凤轩[进门],1.0,允许通过,22:49
590,180590,女,18电子商务,19755786,1373555.0,2019/4/26,飞凤轩[出门],1.0,允许通过,00:00
590,180590,女,18电子商务,19755786,1373735.0,2019/4/26,飞凤轩[进门],1.0,允许通过,23:26
590,180590,女,18电子商务,19755786,1374881.0,2019/4/28,飞凤轩[出门],1.0,允许通过,23:10
591,180591,女,18电子商务,19846442,1334586.0,2019/4/1,飞凤轩[进门],1.0,允许通过,00:00
591,180591,女,18电子商务,19846442,1334804.0,2019/4/5,飞凤轩[出门],1.0,允许通过,08:46
591,180591,女,18电子商务,19846442,1337489.0,2019/4/3,飞凤轩[出门],1.0,允许通过,00:00
591,180591,女,18电子商务,19846442,1339362.0,2019/4/3,飞凤轩[进门],1.0,允许通过,20:50
591,180591,女,18电子商务,19846442,1340077.0,2019/4/4,飞凤轩[出门],1.0,允许通过,13:44
591,180591,女,18电子商务,19846442,1341013.0,2019/4/4,飞凤轩[出门],1.0,允许通过,22:08
591,180591,女,18电子商务,19846442,1345474.0,2019/4/30,飞凤轩[出门],1.0,允许通过,09:42
591,180591,女,18电子商务,19846442,1345545.0,2019/4/30,飞凤轩[进门],1.0,允许通过,10:54
591,180591,女,18电子商务,19846442,1348274.0,2019/4/8,飞凤轩[出门],1.0,允许通过,22:14
591,180591,女,18电子商务,19846442,1348311.0,2019/4/8,飞凤轩[进门],1.0,允许通过,22:46
591,180591,女,18电子商务,19846442,1349469.0,2019/4/10,飞凤轩[出门],1.0,允许通过,09:39
591,180591,女,18电子商务,19846442,1354223.0,2019/4/12,飞凤轩[进门],1.0,允许通过,21:42
591,180591,女,18电子商务,19846442,1354489.0,2019/4/13,飞凤轩[出门],1.0,允许通过,09:00
591,180591,女,18电子商务,19846442,1355350.0,2019/4/14,飞凤轩[出门],1.0,允许通过,08:57
591,180591,女,18电子商务,19846442,1355498.0,2019/4/14,飞凤轩[进门],1.0,允许通过,11:11
591,180591,女,18电子商务,19846442,1358101.0,2019/4/15,飞凤轩[进门],1.0,允许通过,19:27
591,180591,女,18电子商务,19846442,1358903.0,2019/4/16,飞凤轩[进门],1.0,允许通过,00:00
591,180591,女,18电子商务,19846442,1360201.0,2019/4/17,飞凤轩[进门],1.0,允许通过,21:32
591,180591,女,18电子商务,19846442,1361154.0,2019/4/18,飞凤轩[出门],1.0,允许通过,15:13
591,180591,女,18电子商务,19846442,1365529.0,2019/4/21,飞凤轩[出门],1.0,允许通过,02:35
591,180591,女,18电子商务,19846442,1366086.0,2019/4/21,飞凤轩[出门],1.0,允许通过,18:56
591,180591,女,18电子商务,19846442,1366109.0,2019/4/21,飞凤轩[进门],1.0,允许通过,00:00
591,180591,女,18电子商务,19846442,1369458.0,2019/4/25,飞凤轩[进门],1.0,允许通过,13:02
593,180593,女,18电子商务,21407770,1334733.0,2019/4/5,飞凤轩[出门],1.0,允许通过,07:52
593,180593,女,18电子商务,21407770,1335241.0,2019/4/5,飞凤轩[进门],1.0,允许通过,19:22
593,180593,女,18电子商务,21407770,1335864.0,2019/4/6,飞凤轩[出门],1.0,允许通过,00:00
593,180593,女,18电子商务,21407770,1335873.0,2019/4/6,飞凤轩[进门],1.0,允许通过,18:21
593,180593,女,18电子商务,21407770,1336178.0,2019/4/7,飞凤轩[出门],1.0,允许通过,07:43
593,180593,女,18电子商务,21407770,1340684.0,2019/4/4,飞凤轩[出门],1.0,允许通过,18:18
593,180593,女,18电子商务,21407770,1340714.0,2019/4/4,飞凤轩[进门],1.0,允许通过,18:35
593,180593,女,18电子商务,21407770,1344502.0,2019/4/29,飞凤轩[进门],1.0,允许通过,10:36
593,180593,女,18电子商务,21407770,1344844.0,2019/4/29,飞凤轩[进门],1.0,允许通过,18:35
593,180593,女,18电子商务,21407770,1345633.0,2019/4/30,飞凤轩[进门],1.0,允许通过,16:13
593,180593,女,18电子商务,21407770,1345771.0,2019/4/30,飞凤轩[进门],1.0,允许通过,19:39
593,180593,女,18电子商务,21407770,1347951.0,2019/4/8,飞凤轩[进门],1.0,允许通过,18:23
593,180593,女,18电子商务,21407770,1351336.0,2019/4/11,飞凤轩[出门],1.0,允许通过,19:18
593,180593,女,18电子商务,21407770,1351493.0,2019/4/11,飞凤轩[进门],1.0,允许通过,21:24
593,180593,女,18电子商务,21407770,1354201.0,2019/4/12,飞凤轩[进门],1.0,允许通过,21:30
593,180593,女,18电子商务,21407770,1354664.0,2019/4/13,飞凤轩[出门],1.0,允许通过,12:08
593,180593,女,18电子商务,21407770,1355404.0,2019/4/14,飞凤轩[出门],1.0,允许通过,09:39
593,180593,女,18电子商务,21407770,1355418.0,2019/4/14,飞凤轩[进门],1.0,允许通过,09:55
593,180593,女,18电子商务,21407770,1357950.0,2019/4/15,飞凤轩[出门],1.0,允许通过,15:39
593,180593,女,18电子商务,21407770,1358682.0,2019/4/16,飞凤轩[进门],1.0,允许通过,18:24
593,180593,女,18电子商务,21407770,1362920.0,2019/4/20,飞凤轩[出门],1.0,允许通过,08:24
593,180593,女,18电子商务,21407770,1362958.0,2019/4/20,飞凤轩[进门],1.0,允许通过,08:56
593,180593,女,18电子商务,21407770,1365162.0,2019/4/20,飞凤轩[出门],1.0,允许通过,18:15
593,180593,女,18电子商务,21407770,1365584.0,2019/4/21,飞凤轩[出门],1.0,允许通过,07:48
593,180593,女,18电子商务,21407770,1368305.0,2019/4/23,飞凤轩[出门],1.0,允许通过,14:15
593,180593,女,18电子商务,21407770,1370158.0,2019/4/25,飞凤轩[进门],1.0,允许通过,18:30
594,180594,女,18电子商务,19524842,1335409.0,2019/4/5,飞凤轩[出门],1.0,允许通过,22:45
594,180594,女,18电子商务,19524842,1335411.0,2019/4/5,飞凤轩[进门],1.0,允许通过,22:46
594,180594,女,18电子商务,19524842,1335570.0,2019/4/6,飞凤轩[出门],1.0,允许通过,09:18
594,180594,女,18电子商务,19524842,1336164.0,2019/4/7,飞凤轩[出门],1.0,允许通过,07:20
594,180594,女,18电子商务,19524842,1336196.0,2019/4/7,飞凤轩[进门],1.0,允许通过,00:00
594,180594,女,18电子商务,19524842,1337039.0,2019/4/7,飞凤轩[进门],1.0,允许通过,20:50
594,180594,女,18电子商务,19524842,1340013.0,2019/4/4,飞凤轩[出门],1.0,允许通过,11:06
594,180594,女,18电子商务,19524842,1343750.0,2019/4/2,飞凤轩[进门],1.0,允许通过,16:36
594,180594,女,18电子商务,19524842,1343923.0,2019/4/2,飞凤轩[出门],1.0,允许通过,19:21
594,180594,女,18电子商务,19524842,1344075.0,2019/4/2,飞凤轩[进门],1.0,允许通过,00:00
594,180594,女,18电子商务,19524842,1344223.0,2019/4/2,飞凤轩[进门],1.0,允许通过,22:55
594,180594,女,18电子商务,19524842,1348499.0,2019/4/9,飞凤轩[进门],1.0,允许通过,10:44
594,180594,女,18电子商务,19524842,1348974.0,2019/4/10,飞凤轩[出门],1.0,允许通过,06:28
594,180594,女,18电子商务,19524842,1349476.0,2019/4/10,飞凤轩[出门],1.0,允许通过,09:42
594,180594,女,18电子商务,19524842,1350600.0,2019/4/11,飞凤轩[进门],1.0,允许通过,10:42
594,180594,女,18电子商务,19524842,1350616.0,2019/4/11,飞凤轩[出门],1.0,允许通过,10:57
594,180594,女,18电子商务,19524842,1351882.0,2019/4/12,飞凤轩[出门],1.0,允许通过,09:30
594,180594,女,18电子商务,19524842,1354012.0,2019/4/12,飞凤轩[出门],1.0,允许通过,19:26
594,180594,女,18电子商务,19524842,1354322.0,2019/4/12,飞凤轩[进门],1.0,允许通过,22:45
594,180594,女,18电子商务,19524842,1355923.0,2019/4/14,飞凤轩[进门],1.0,允许通过,18:57
594,180594,女,18电子商务,19524842,1355929.0,2019/4/14,飞凤轩[出门],1.0,允许通过,19:00
594,180594,女,18电子商务,19524842,1356063.0,2019/4/14,飞凤轩[出门],1.0,允许通过,00:00
594,180594,女,18电子商务,19524842,1356239.0,2019/4/14,飞凤轩[进门],1.0,允许通过,22:02
597,180597,女,18电子商务,16637706,1334608.0,2019/4/1,飞凤轩[进门],1.0,允许通过,22:31
597,180597,女,18电子商务,16637706,1334726.0,2019/4/5,飞凤轩[出门],1.0,允许通过,07:49
597,180597,女,18电子商务,16637706,1344442.0,2019/4/29,飞凤轩[进门],1.0,允许通过,09:35
597,180597,女,18电子商务,16637706,1344601.0,2019/4/29,飞凤轩[出门],1.0,允许通过,15:38
597,180597,女,18电子商务,16637706,1345350.0,2019/4/30,飞凤轩[出门],1.0,允许通过,08:18
597,180597,女,18电子商务,16637706,1347997.0,2019/4/8,飞凤轩[进门],1.0,允许通过,18:49
597,180597,女,18电子商务,16637706,1348457.0,2019/4/9,飞凤轩[进门],1.0,允许通过,09:54
597,180597,女,18电子商务,16637706,1349441.0,2019/4/10,飞凤轩[出门],1.0,允许通过,09:20
597,180597,女,18电子商务,16637706,1351325.0,2019/4/11,飞凤轩[出门],1.0,允许通过,19:13
597,180597,女,18电子商务,16637706,1357918.0,2019/4/15,飞凤轩[出门],1.0,允许通过,14:45
597,180597,女,18电子商务,16637706,1359689.0,2019/4/17,飞凤轩[出门],1.0,允许通过,13:37
597,180597,女,18电子商务,16637706,1359719.0,2019/4/17,飞凤轩[进门],1.0,允许通过,14:40
597,180597,女,18电子商务,16637706,1360088.0,2019/4/17,飞凤轩[出门],1.0,允许通过,19:56
597,180597,女,18电子商务,16637706,1362966.0,2019/4/20,飞凤轩[出门],1.0,允许通过,00:00
597,180597,女,18电子商务,16637706,1362993.0,2019/4/20,飞凤轩[进门],1.0,允许通过,09:27
597,180597,女,18电子商务,16637706,1365950.0,2019/4/21,飞凤轩[出门],1.0,允许通过,15:46
597,180597,女,18电子商务,16637706,1365952.0,2019/4/21,飞凤轩[出门],1.0,允许通过,15:47
597,180597,女,18电子商务,16637706,1365953.0,2019/4/21,飞凤轩[出门],1.0,允许通过,15:47
597,180597,女,18电子商务,16637706,1365954.0,2019/4/21,飞凤轩[出门],1.0,允许通过,15:48
597,180597,女,18电子商务,16637706,1365955.0,2019/4/21,飞凤轩[出门],1.0,允许通过,15:48
597,180597,女,18电子商务,16637706,1374858.0,2019/4/28,飞凤轩[进门],1.0,允许通过,22:22
598,180598,女,18电子商务,21756842,1331474.0,2019/4/1,飞凤轩[进门],1.0,允许通过,08:23
598,180598,女,18电子商务,21756842,1331548.0,2019/4/1,飞凤轩[出门],1.0,允许通过,09:54
598,180598,女,18电子商务,21756842,1334372.0,2019/4/1,飞凤轩[出门],1.0,允许通过,00:00
598,180598,女,18电子商务,21756842,1334387.0,2019/4/1,飞凤轩[出门],1.0,允许通过,19:13
598,180598,女,18电子商务,21756842,1335136.0,2019/4/5,飞凤轩[进门],1.0,允许通过,13:26
598,180598,女,18电子商务,21756842,1335304.0,2019/4/5,飞凤轩[进门],1.0,允许通过,20:22
598,180598,女,18电子商务,21756842,1335607.0,2019/4/6,飞凤轩[出门],1.0,允许通过,00:00
598,180598,女,18电子商务,21756842,1336590.0,2019/4/7,飞凤轩[进门],1.0,允许通过,15:31
598,180598,女,18电子商务,21756842,1339239.0,2019/4/3,飞凤轩[出门],1.0,允许通过,19:12
598,180598,女,18电子商务,21756842,1341002.0,2019/4/4,飞凤轩[进门],1.0,允许通过,00:00
598,180598,女,18电子商务,21756842,1341284.0,2019/4/2,飞凤轩[出门],1.0,允许通过,13:39
598,180598,女,18电子商务,21756842,1343708.0,2019/4/2,飞凤轩[进门],1.0,允许通过,16:20
598,180598,女,18电子商务,21756842,1343772.0,2019/4/2,飞凤轩[出门],1.0,允许通过,16:49
598,180598,女,18电子商务,21756842,1344156.0,2019/4/2,飞凤轩[进门],1.0,允许通过,22:07
598,180598,女,18电子商务,21756842,1344277.0,2019/4/29,飞凤轩[出门],1.0,允许通过,06:27
598,180598,女,18电子商务,21756842,1344695.0,2019/4/29,飞凤轩[出门],1.0,允许通过,17:18
598,180598,女,18电子商务,21756842,1344696.0,2019/4/29,飞凤轩[出门],1.0,允许通过,17:18
598,180598,女,18电子商务,21756842,1344735.0,2019/4/29,飞凤轩[进门],1.0,允许通过,17:37
598,180598,女,18电子商务,21756842,1345308.0,2019/4/30,飞凤轩[出门],1.0,允许通过,07:46
598,180598,女,18电子商务,21756842,1349442.0,2019/4/10,飞凤轩[出门],1.0,允许通过,09:20
598,180598,女,18电子商务,21756842,1349591.0,2019/4/10,飞凤轩[出门],1.0,允许通过,00:00
598,180598,女,18电子商务,21756842,1350166.0,2019/4/10,飞凤轩[出门],1.0,允许通过,00:00
598,180598,女,18电子商务,21756842,1350590.0,2019/4/11,飞凤轩[进门],1.0,允许通过,10:20
598,180598,女,18电子商务,21756842,1351303.0,2019/4/11,飞凤轩[出门],1.0,允许通过,15:38
598,180598,女,18电子商务,21756842,1351536.0,2019/4/11,飞凤轩[进门],1.0,允许通过,21:54
598,180598,女,18电子商务,21756842,1354403.0,2019/4/13,飞凤轩[出门],1.0,允许通过,06:55
598,180598,女,18电子商务,21756842,1354762.0,2019/4/13,飞凤轩[进门],1.0,允许通过,13:23
598,180598,女,18电子商务,21756842,1354763.0,2019/4/13,飞凤轩[进门],1.0,允许通过,13:24
598,180598,女,18电子商务,21756842,1355712.0,2019/4/14,飞凤轩[进门],1.0,允许通过,12:38
598,180598,女,18电子商务,21756842,1356385.0,2019/4/15,飞凤轩[进门],1.0,允许通过,08:29
598,180598,女,18电子商务,21756842,1357006.0,2019/4/15,飞凤轩[出门],1.0,允许通过,09:12
598,180598,女,18电子商务,21756842,1357967.0,2019/4/15,飞凤轩[进门],1.0,允许通过,15:57
598,180598,女,18电子商务,21756842,1359042.0,2019/4/16,飞凤轩[进门],1.0,允许通过,22:27
598,180598,女,18电子商务,21756842,1367914.0,2019/4/22,飞凤轩[进门],1.0,允许通过,21:28
598,180598,女,18电子商务,21756842,1368187.0,2019/4/23,飞凤轩[进门],1.0,允许通过,00:00
598,180598,女,18电子商务,21756842,1369441.0,2019/4/25,飞凤轩[出门],1.0,允许通过,11:09
598,180598,女,18电子商务,21756842,1370232.0,2019/4/25,飞凤轩[出门],1.0,允许通过,19:18
598,180598,女,18电子商务,21756842,1370458.0,2019/4/25,飞凤轩[进门],1.0,允许通过,00:00
598,180598,女,18电子商务,21756842,1373783.0,2019/4/27,飞凤轩[出门],1.0,允许通过,00:00
600,180600,女,18电子商务,19119242,1335286.0,2019/4/5,飞凤轩[进门],1.0,允许通过,19:59
600,180600,女,18电子商务,19119242,1337368.0,2019/4/3,飞凤轩[出门],1.0,允许通过,13:13
600,180600,女,18电子商务,19119242,1337385.0,2019/4/3,飞凤轩[进门],1.0,允许通过,13:35
600,180600,女,18电子商务,19119242,1339241.0,2019/4/3,飞凤轩[出门],1.0,允许通过,19:13
600,180600,女,18电子商务,19119242,1345215.0,2019/4/29,飞凤轩[进门],1.0,允许通过,00:00
600,180600,女,18电子商务,19119242,1345790.0,2019/4/30,飞凤轩[出门],1.0,允许通过,19:49
600,180600,女,18电子商务,19119242,1345792.0,2019/4/30,飞凤轩[出门],1.0,允许通过,19:51
600,180600,女,18电子商务,19119242,1348328.0,2019/4/8,飞凤轩[进门],1.0,允许通过,23:15
600,180600,女,18电子商务,19119242,1348528.0,2019/4/9,飞凤轩[进门],1.0,允许通过,13:14
600,180600,女,18电子商务,19119242,1349549.0,2019/4/10,飞凤轩[进门],1.0,允许通过,13:23
600,180600,女,18电子商务,19119242,1350138.0,2019/4/10,飞凤轩[进门],1.0,允许通过,18:46
600,180600,女,18电子商务,19119242,1360497.0,2019/4/18,飞凤轩[进门],1.0,允许通过,10:56
600,180600,女,18电子商务,19119242,1362997.0,2019/4/20,飞凤轩[出门],1.0,允许通过,09:28
600,180600,女,18电子商务,19119242,1366271.0,2019/4/21,飞凤轩[出门],1.0,允许通过,00:00
600,180600,女,18电子商务,19119242,1369293.0,2019/4/24,飞凤轩[进门],1.0,允许通过,23:27
600,180600,女,18电子商务,19119242,1369379.0,2019/4/25,飞凤轩[进门],1.0,允许通过,09:55
600,180600,女,18电子商务,19119242,1373728.0,2019/4/26,飞凤轩[进门],1.0,允许通过,23:08
600,180600,女,18电子商务,19119242,1374410.0,2019/4/27,飞凤轩[进门],1.0,允许通过,21:44
601,180601,女,18电子商务,14110010,1331704.0,2019/4/1,飞凤轩[出门],1.0,允许通过,15:33
601,180601,女,18电子商务,14110010,1334809.0,2019/4/5,飞凤轩[出门],1.0,允许通过,08:48
601,180601,女,18电子商务,14110010,1335572.0,2019/4/6,飞凤轩[出门],1.0,允许通过,09:22
601,180601,女,18电子商务,14110010,1335574.0,2019/4/6,飞凤轩[进门],1.0,允许通过,09:25
601,180601,女,18电子商务,14110010,1336849.0,2019/4/7,飞凤轩[出门],1.0,允许通过,18:35
601,180601,女,18电子商务,14110010,1336959.0,2019/4/7,飞凤轩[进门],1.0,允许通过,19:49
601,180601,女,18电子商务,14110010,1341185.0,2019/4/2,飞凤轩[出门],1.0,允许通过,09:30
601,180601,女,18电子商务,14110010,1345801.0,2019/4/30,飞凤轩[进门],1.0,允许通过,19:59
601,180601,女,18电子商务,14110010,1354301.0,2019/4/12,飞凤轩[进门],1.0,允许通过,22:30
601,180601,女,18电子商务,14110010,1355296.0,2019/4/14,飞凤轩[出门],1.0,允许通过,00:00
601,180601,女,18电子商务,14110010,1356184.0,2019/4/14,飞凤轩[进门],1.0,允许通过,21:30
