Index,AccessCardNo,Date,Address,Access,Describe,Time
1336412,16710341,2019/4/7,飞凤轩[进门],1,允许通过,00:00
1336413,5351095,2019/4/7,飞凤轩[出门],1,允许通过,12:07
1336414,20525802,2019/4/7,飞凤轩[出门],1,允许通过,00:00
1333740,23730199,2019/4/7,第六教学楼[进门],1,允许通过,00:00
1336415,8021664,2019/4/7,飞凤轩[出门],1,允许通过,12:09
1336416,402774,2019/4/7,飞凤轩[出门],1,允许通过,00:00
1333741,21903034,2019/4/7,第六教学楼[进门],1,允许通过,12:09
1336417,19154612,2019/4/7,飞凤轩[进门],1,允许通过,00:00
1333742,3051444,2019/4/7,第六教学楼[进门],1,允许通过,00:00
1336418,18425274,2019/4/7,飞凤轩[出门],1,允许通过,12:10
1336419,17313173,2019/4/7,飞凤轩[出门],1,允许通过,00:00
1333743,136026,2019/4/7,第六教学楼[进门],1,允许通过,12:11
1336420,18425274,2019/4/7,飞凤轩[进门],1,允许通过,12:11
1333744,18934071,2019/4/7,第六教学楼[进门],1,允许通过,00:00
1336421,11118788,2019/4/7,飞凤轩[进门],1,允许通过,12:12
1333745,19931588,2019/4/7,第六教学楼[出门],1,允许通过,12:12
1336422,17255669,2019/4/7,飞凤轩[出门],1,允许通过,12:13
1336423,22019866,2019/4/7,飞凤轩[进门],1,允许通过,12:13
1333746,19834362,2019/4/7,第六教学楼[进门],1,允许通过,12:14
1336424,18009232,2019/4/7,飞凤轩[进门],1,允许通过,12:15
1336425,21946180,2019/4/7,飞凤轩[进门],1,允许通过,12:15
1333747,19804650,2019/4/7,第六教学楼[出门],1,允许通过,12:15
1336426,20801082,2019/4/7,飞凤轩[进门],1,允许通过,12:15
1336427,20801082,2019/4/7,飞凤轩[进门],1,允许通过,12:15
1336428,19561482,2019/4/7,飞凤轩[进门],1,允许通过,12:16
1333749,21446634,2019/4/7,第六教学楼[进门],1,允许通过,12:16
1336429,3237698,2019/4/7,飞凤轩[出门],1,允许通过,12:16
1338294,19623092,2019/4/7,青鸾苑[出门],1,允许通过,12:17
1333750,317606,2019/4/7,第六教学楼[出门],1,允许通过,12:17
1338295,15939040,2019/4/7,青鸾苑[出门],1,允许通过,12:17
1333751,414502,2019/4/7,第六教学楼[出门],1,允许通过,12:17
1336430,311051,2019/4/7,飞凤轩[进门],1,允许通过,12:17
1336431,17220821,2019/4/7,飞凤轩[出门],1,允许通过,12:17
1333752,19931588,2019/4/7,第六教学楼[进门],1,允许通过,12:18
1333753,19518298,2019/4/7,第六教学楼[出门],1,允许通过,12:18
1336432,5351095,2019/4/7,飞凤轩[进门],1,允许通过,12:19
1338296,17253767,2019/4/7,青鸾苑[出门],1,允许通过,12:19
1336433,17112117,2019/4/7,飞凤轩[进门],1,允许通过,12:19
1333754,5310804,2019/4/7,第六教学楼[进门],1,允许通过,12:19
1336434,20525802,2019/4/7,飞凤轩[进门],1,允许通过,12:19
1336435,5436359,2019/4/7,飞凤轩[进门],1,允许通过,12:20
1333755,19050980,2019/4/7,第六教学楼[进门],1,允许通过,12:20
1336436,16255655,2019/4/7,飞凤轩[出门],1,允许通过,12:20
1336437,21528938,2019/4/7,飞凤轩[进门],1,允许通过,12:20
1336438,1054944,2019/4/7,飞凤轩[进门],1,允许通过,12:21
1333756,17556455,2019/4/7,第六教学楼[进门],1,允许通过,12:21
1336439,1828667,2019/4/7,飞凤轩[出门],1,允许通过,12:21
1333757,14823236,2019/4/7,第六教学楼[出门],1,允许通过,12:21
1338297,24652996,2019/4/7,青鸾苑[出门],1,允许通过,12:21
1336440,20012282,2019/4/7,飞凤轩[进门],1,允许通过,12:22
1338298,15939040,2019/4/7,青鸾苑[进门],1,允许通过,12:22
1336441,17220821,2019/4/7,飞凤轩[进门],1,允许通过,12:22
1336442,20352154,2019/4/7,飞凤轩[出门],1,允许通过,12:23
1333758,5654596,2019/4/7,第六教学楼[进门],1,允许通过,12:23
1336443,20757850,2019/4/7,飞凤轩[进门],1,允许通过,12:23
1336444,837238,2019/4/7,飞凤轩[进门],1,允许通过,12:24
1336445,18629328,2019/4/7,飞凤轩[出门],1,允许通过,12:24
1338299,17844327,2019/4/7,青鸾苑[出门],1,允许通过,12:24
1338300,2705591,2019/4/7,青鸾苑[进门],1,允许通过,12:24
1336446,1237446,2019/4/7,飞凤轩[出门],1,允许通过,12:24
1333759,22815431,2019/4/7,第六教学楼[出门],1,允许通过,12:25
1338301,17844327,2019/4/7,青鸾苑[进门],1,允许通过,12:25
1336447,17255669,2019/4/7,飞凤轩[进门],1,允许通过,12:25
1338302,20554055,2019/4/7,青鸾苑[出门],1,允许通过,12:25
1333760,1107174,2019/4/7,第六教学楼[进门],1,允许通过,12:26
1338303,1164390,2019/4/7,青鸾苑[出门],1,允许通过,12:26
1333761,14823236,2019/4/7,第六教学楼[进门],1,允许通过,12:26
1336448,5659748,2019/4/7,飞凤轩[出门],1,允许通过,12:27
1338304,24652996,2019/4/7,青鸾苑[进门],1,允许通过,12:27
1336449,6021940,2019/4/7,飞凤轩[进门],1,允许通过,12:27
1333762,18919194,2019/4/7,第六教学楼[进门],1,允许通过,12:27
1338305,19623092,2019/4/7,青鸾苑[进门],1,允许通过,12:28
1336450,8250843,2019/4/7,飞凤轩[出门],1,允许通过,12:28
1333763,20440592,2019/4/7,第六教学楼[进门],1,允许通过,12:29
1336451,1138150,2019/4/7,飞凤轩[进门],1,允许通过,12:29
1336452,8643664,2019/4/7,飞凤轩[出门],1,允许通过,12:30
1333764,19113218,2019/4/7,第六教学楼[出门],1,允许通过,12:30
1336453,18547594,2019/4/7,飞凤轩[进门],1,允许通过,12:30
1333765,4251835,2019/4/7,第六教学楼[进门],1,允许通过,12:30
1336454,21501184,2019/4/7,飞凤轩[出门],1,允许通过,12:30
1336457,137899,2019/4/7,飞凤轩[进门],1,允许通过,12:31
1333766,20513226,2019/4/7,第六教学楼[进门],1,允许通过,12:31
1336458,17521941,2019/4/7,飞凤轩[出门],1,允许通过,12:31
1338306,1164390,2019/4/7,青鸾苑[进门],1,允许通过,12:32
1336459,18629328,2019/4/7,飞凤轩[进门],1,允许通过,12:32
1336460,21241482,2019/4/7,飞凤轩[进门],1,允许通过,12:32
1336461,17446981,2019/4/7,飞凤轩[出门],1,允许通过,12:32
1333767,16258151,2019/4/7,第六教学楼[进门],1,允许通过,12:32
1333768,10246011,2019/4/7,第六教学楼[出门],1,允许通过,12:33
1336462,1237446,2019/4/7,飞凤轩[进门],1,允许通过,12:33
1338307,7044260,2019/4/7,青鸾苑[出门],1,允许通过,12:34
1336463,17521941,2019/4/7,飞凤轩[进门],1,允许通过,12:34
1333769,19518298,2019/4/7,第六教学楼[进门],1,允许通过,12:34
1338308,17835991,2019/4/7,青鸾苑[出门],1,允许通过,12:34
1336464,1108662,2019/4/7,飞凤轩[进门],1,允许通过,12:35
1338309,20932644,2019/4/7,青鸾苑[出门],1,允许通过,12:36
1333770,17262901,2019/4/7,第六教学楼[出门],1,允许通过,12:36
1338310,7930836,2019/4/7,青鸾苑[进门],1,允许通过,12:36
1336465,19425002,2019/4/7,飞凤轩[进门],1,允许通过,12:37
1336466,21102394,2019/4/7,飞凤轩[出门],1,允许通过,12:37
1336467,12503931,2019/4/7,飞凤轩[出门],1,允许通过,12:38
1333771,21712714,2019/4/7,第六教学楼[进门],1,允许通过,12:38
1336468,20119114,2019/4/7,飞凤轩[进门],1,允许通过,12:38
1333773,17262901,2019/4/7,第六教学楼[进门],1,允许通过,12:39
1333772,17262901,2019/4/7,第六教学楼[进门],1,允许通过,12:39
1336469,8643664,2019/4/7,飞凤轩[进门],1,允许通过,12:39
1338311,17835991,2019/4/7,青鸾苑[进门],1,允许通过,12:39
1333774,438059,2019/4/7,第六教学楼[出门],1,允许通过,12:39
1336470,16255655,2019/4/7,飞凤轩[进门],1,允许通过,12:39
1333775,1611067,2019/4/7,第六教学楼[出门],1,允许通过,12:40
1338312,7930836,2019/4/7,青鸾苑[出门],1,允许通过,12:40
1333776,5319755,2019/4/7,第六教学楼[出门],1,允许通过,12:40
1338313,18242023,2019/4/7,青鸾苑[出门],1,允许通过,12:40
1338314,20218263,2019/4/7,青鸾苑[出门],1,允许通过,12:41
1336471,21102394,2019/4/7,飞凤轩[进门],1,允许通过,12:41
1333777,18240935,2019/4/7,第六教学楼[出门],1,允许通过,12:41
1338315,17253767,2019/4/7,青鸾苑[出门],1,允许通过,12:41
1336472,3237698,2019/4/7,飞凤轩[进门],1,允许通过,12:42
1333778,21352346,2019/4/7,第六教学楼[进门],1,允许通过,12:42
1338316,20133255,2019/4/7,青鸾苑[出门],1,允许通过,12:42
1333779,5319755,2019/4/7,第六教学楼[进门],1,允许通过,12:43
1333780,18941927,2019/4/7,第六教学楼[出门],1,允许通过,12:43
1336473,18426266,2019/4/7,飞凤轩[出门],1,允许通过,12:44
1333781,19518298,2019/4/7,第六教学楼[出门],1,允许通过,12:44
1336474,21030007,2019/4/7,飞凤轩[进门],1,允许通过,12:44
1336475,18426266,2019/4/7,飞凤轩[进门],1,允许通过,12:44
1333782,24314491,2019/4/7,第六教学楼[出门],1,允许通过,12:45
1336476,17446981,2019/4/7,飞凤轩[进门],1,允许通过,12:45
1338317,1164390,2019/4/7,青鸾苑[出门],1,允许通过,12:45
1336477,16748135,2019/4/7,飞凤轩[进门],1,允许通过,12:45
1333783,23730199,2019/4/7,第六教学楼[出门],1,允许通过,12:45
1338318,4533095,2019/4/7,青鸾苑[出门],1,允许通过,12:46
1338319,3164196,2019/4/7,青鸾苑[出门],1,允许通过,12:46
1333784,21455050,2019/4/7,第六教学楼[出门],1,允许通过,12:46
1338320,7930836,2019/4/7,青鸾苑[进门],1,允许通过,12:46
1333785,21455050,2019/4/7,第六教学楼[进门],1,允许通过,12:47
1336478,19117354,2019/4/7,飞凤轩[出门],1,允许通过,12:47
1336479,541579,2019/4/7,飞凤轩[出门],1,允许通过,12:47
1338321,5358375,2019/4/7,青鸾苑[出门],1,允许通过,12:47
1338322,3533271,2019/4/7,青鸾苑[进门],1,允许通过,12:47
1336480,15521706,2019/4/7,飞凤轩[进门],1,允许通过,12:47
1333786,3801552,2019/4/7,第六教学楼[出门],1,允许通过,12:47
1333787,3801552,2019/4/7,第六教学楼[进门],1,允许通过,12:47
1336481,16821589,2019/4/7,飞凤轩[进门],1,允许通过,12:48
1338323,8404164,2019/4/7,青鸾苑[进门],1,允许通过,12:48
1331946,16665445,2019/4/7,第五教学楼[进门],1,允许通过,12:49
1336482,8250843,2019/4/7,飞凤轩[进门],1,允许通过,12:49
1338324,19006199,2019/4/7,青鸾苑[出门],1,允许通过,12:49
1333788,20923562,2019/4/7,第六教学楼[进门],1,允许通过,12:49
1336483,821238,2019/4/7,飞凤轩[进门],1,允许通过,12:49
1338325,6139460,2019/4/7,青鸾苑[出门],1,允许通过,12:49
1338326,25326859,2019/4/7,青鸾苑[进门],1,允许通过,12:50
1338327,15815707,2019/4/7,青鸾苑[出门],1,允许通过,12:50
1333789,17057831,2019/4/7,第六教学楼[出门],1,允许通过,12:50
1333790,18941927,2019/4/7,第六教学楼[进门],1,允许通过,12:51
1338328,1164390,2019/4/7,青鸾苑[进门],1,允许通过,12:51
1336484,20119114,2019/4/7,飞凤轩[出门],1,允许通过,12:52
1336485,20119114,2019/4/7,飞凤轩[出门],1,允许通过,12:52
1336486,5659748,2019/4/7,飞凤轩[进门],1,允许通过,12:52
1338329,6139460,2019/4/7,青鸾苑[进门],1,允许通过,12:53
1333791,1611067,2019/4/7,第六教学楼[进门],1,允许通过,12:53
1336487,15806644,2019/4/7,飞凤轩[出门],1,允许通过,12:53
1333792,438059,2019/4/7,第六教学楼[进门],1,允许通过,12:53
1336488,15806644,2019/4/7,飞凤轩[进门],1,允许通过,12:53
1336489,17561109,2019/4/7,飞凤轩[出门],1,允许通过,12:54
1338330,20537687,2019/4/7,青鸾苑[进门],1,允许通过,12:54
1333793,18659834,2019/4/7,第六教学楼[进门],1,允许通过,12:55
1336490,17130261,2019/4/7,飞凤轩[进门],1,允许通过,12:55
1336491,20119114,2019/4/7,飞凤轩[进门],1,允许通过,12:55
1338331,20133255,2019/4/7,青鸾苑[进门],1,允许通过,12:56
1333794,10246011,2019/4/7,第六教学楼[进门],1,允许通过,12:57
1336492,16940661,2019/4/7,飞凤轩[进门],1,允许通过,12:57
1333795,18216567,2019/4/7,第六教学楼[进门],1,允许通过,12:57
1338332,21106148,2019/4/7,青鸾苑[出门],1,允许通过,12:57
1336493,16137467,2019/4/7,飞凤轩[出门],1,允许通过,12:57
1336494,16748135,2019/4/7,飞凤轩[出门],1,允许通过,12:57
1338333,17835991,2019/4/7,青鸾苑[进门],1,允许通过,12:58
1336495,17702597,2019/4/7,飞凤轩[进门],1,允许通过,12:58
1333796,14163418,2019/4/7,第六教学楼[出门],1,允许通过,12:58
1333797,19518298,2019/4/7,第六教学楼[进门],1,允许通过,12:59
1338334,20527140,2019/4/7,青鸾苑[出门],1,允许通过,13:00
1336496,19700234,2019/4/7,飞凤轩[出门],1,允许通过,13:00
1338335,5818964,2019/4/7,青鸾苑[出门],1,允许通过,13:00
1333799,745712,2019/4/7,第六教学楼[出门],1,允许通过,00:00
1333800,16726613,2019/4/7,第六教学楼[进门],1,允许通过,13:01
1338336,20932644,2019/4/7,青鸾苑[进门],1,允许通过,13:03
1338337,19006199,2019/4/7,青鸾苑[进门],1,允许通过,13:03
1338338,433095,2019/4/7,青鸾苑[进门],1,允许通过,13:04
1333801,2044299,2019/4/7,第六教学楼[出门],1,允许通过,00:00
1333802,5654596,2019/4/7,第六教学楼[出门],1,允许通过,00:00
1333803,5010276,2019/4/7,第六教学楼[出门],1,允许通过,13:05
1338339,23965239,2019/4/7,青鸾苑[进门],1,允许通过,13:06
1338340,21106148,2019/4/7,青鸾苑[进门],1,允许通过,13:06
1333806,18803450,2019/4/7,第六教学楼[出门],1,允许通过,00:00
1333807,18663095,2019/4/7,第六教学楼[进门],1,允许通过,13:07
1338341,3108871,2019/4/7,青鸾苑[进门],1,允许通过,13:07
1338342,25229719,2019/4/7,青鸾苑[进门],1,允许通过,00:00
1338343,7930836,2019/4/7,青鸾苑[出门],1,允许通过,13:10
1338344,25262471,2019/4/7,青鸾苑[进门],1,允许通过,13:13
1338345,4533095,2019/4/7,青鸾苑[进门],1,允许通过,13:14
1338346,12841360,2019/4/7,青鸾苑[出门],1,允许通过,13:14
1333808,322310,2019/4/7,第六教学楼[出门],1,允许通过,13:14
1338347,12841360,2019/4/7,青鸾苑[进门],1,允许通过,13:14
1338348,24345575,2019/4/7,青鸾苑[出门],1,允许通过,13:16
1338349,20527140,2019/4/7,青鸾苑[进门],1,允许通过,13:17
1333809,5404752,2019/4/7,第六教学楼[出门],1,允许通过,13:17
1333810,19834362,2019/4/7,第六教学楼[出门],1,允许通过,13:18
1333811,864299,2019/4/7,第六教学楼[出门],1,允许通过,13:19
1333812,21524810,2019/4/7,第六教学楼[出门],1,允许通过,13:20
1338350,7930836,2019/4/7,青鸾苑[进门],1,允许通过,13:20
1338351,4139236,2019/4/7,青鸾苑[进门],1,允许通过,13:23
1333813,1814496,2019/4/7,第六教学楼[进门],1,允许通过,13:23
1333814,19705594,2019/4/7,第六教学楼[出门],1,允许通过,13:23
1333815,20904375,2019/4/7,第六教学楼[出门],1,允许通过,13:24
1333816,864299,2019/4/7,第六教学楼[进门],1,允许通过,13:24
1338352,12841360,2019/4/7,青鸾苑[进门],1,允许通过,13:26
1333817,16421831,2019/4/7,第六教学楼[出门],1,允许通过,13:26
1333818,20951668,2019/4/7,第六教学楼[进门],1,允许通过,13:26
1338353,17253767,2019/4/7,青鸾苑[出门],1,允许通过,13:27
1333819,16764885,2019/4/7,第六教学楼[进门],1,允许通过,13:27
1333820,21522234,2019/4/7,第六教学楼[进门],1,允许通过,13:28
1338354,5818964,2019/4/7,青鸾苑[出门],1,允许通过,13:28
1338355,16815063,2019/4/7,青鸾苑[进门],1,允许通过,13:29
1333821,25428411,2019/4/7,第六教学楼[进门],1,允许通过,13:29
1336497,654688,2019/4/7,飞凤轩[进门],1,允许通过,13:30
1333822,1611067,2019/4/7,第六教学楼[出门],1,允许通过,13:32
1333823,5010276,2019/4/7,第六教学楼[进门],1,允许通过,13:34
1338356,15939040,2019/4/7,青鸾苑[出门],1,允许通过,13:35
1336498,955222,2019/4/7,飞凤轩[出门],1,允许通过,13:35
1336499,19611402,2019/4/7,飞凤轩[出门],1,允许通过,13:36
1333824,17408119,2019/4/7,第六教学楼[进门],1,允许通过,13:37
1336500,20243754,2019/4/7,飞凤轩[进门],1,允许通过,13:37
1333825,19616522,2019/4/7,第六教学楼[出门],1,允许通过,13:37
1336501,526486,2019/4/7,飞凤轩[进门],1,允许通过,13:38
1336502,17545621,2019/4/7,飞凤轩[进门],1,允许通过,13:38
1336503,19700234,2019/4/7,飞凤轩[进门],1,允许通过,13:39
1336504,19611402,2019/4/7,飞凤轩[进门],1,允许通过,13:40
1338357,5358375,2019/4/7,青鸾苑[进门],1,允许通过,13:41
1336505,17255669,2019/4/7,飞凤轩[出门],1,允许通过,13:42
1336506,19359866,2019/4/7,飞凤轩[进门],1,允许通过,13:43
1338358,15939040,2019/4/7,青鸾苑[进门],1,允许通过,13:43
1336507,5351095,2019/4/7,飞凤轩[出门],1,允许通过,13:43
1333826,3051444,2019/4/7,第六教学楼[出门],1,允许通过,13:44
1336508,17057269,2019/4/7,飞凤轩[进门],1,允许通过,13:45
1336509,21110138,2019/4/7,飞凤轩[进门],1,允许通过,13:45
1333827,17049799,2019/4/7,第六教学楼[出门],1,允许通过,13:47
1336510,24907787,2019/4/7,飞凤轩[出门],1,允许通过,13:47
1333828,17049799,2019/4/7,第六教学楼[进门],1,允许通过,13:49
1338359,21857637,2019/4/7,青鸾苑[出门],1,允许通过,13:49
1336511,955222,2019/4/7,飞凤轩[进门],1,允许通过,13:49
1333829,709322,2019/4/7,第六教学楼[出门],1,允许通过,13:51
1338360,751579,2019/4/7,青鸾苑[进门],1,允许通过,13:51
1336512,20214458,2019/4/7,飞凤轩[出门],1,允许通过,13:53
1331947,1217058,2019/4/7,第五教学楼[出门],1,允许通过,13:54
1333830,725222,2019/4/7,第六教学楼[进门],1,允许通过,13:54
1333831,1611067,2019/4/7,第六教学楼[进门],1,允许通过,13:57
1338361,424791,2019/4/7,青鸾苑[出门],1,允许通过,13:57
1338362,424791,2019/4/7,青鸾苑[进门],1,允许通过,13:58
1336513,21030007,2019/4/7,飞凤轩[出门],1,允许通过,13:58
1336514,17949461,2019/4/7,飞凤轩[进门],1,允许通过,13:59
1336515,1054944,2019/4/7,飞凤轩[进门],1,允许通过,14:00
1338363,4533095,2019/4/7,青鸾苑[出门],1,允许通过,14:00
1333832,21446986,2019/4/7,第六教学楼[出门],1,允许通过,14:00
1336516,16710101,2019/4/7,飞凤轩[出门],1,允许通过,14:00
1336517,19839402,2019/4/7,飞凤轩[进门],1,允许通过,00:00
1338364,17835991,2019/4/7,青鸾苑[出门],1,允许通过,14:01
1333833,20619690,2019/4/7,第六教学楼[出门],1,允许通过,14:01
1336518,21030007,2019/4/7,飞凤轩[进门],1,允许通过,00:00
1336519,3237698,2019/4/7,飞凤轩[出门],1,允许通过,14:04
1333834,20923562,2019/4/7,第六教学楼[出门],1,允许通过,14:04
1338365,1164390,2019/4/7,青鸾苑[出门],1,允许通过,14:05
1333835,5010276,2019/4/7,第六教学楼[出门],1,允许通过,00:00
1333836,317606,2019/4/7,第六教学楼[进门],1,允许通过,14:06
1336520,22639082,2019/4/7,飞凤轩[出门],1,允许通过,14:06
1336521,8021664,2019/4/7,飞凤轩[进门],1,允许通过,00:00
1333837,18413143,2019/4/7,第六教学楼[出门],1,允许通过,14:07
1336522,19704250,2019/4/7,飞凤轩[出门],1,允许通过,14:08
1336523,654688,2019/4/7,飞凤轩[出门],1,允许通过,14:08
1336524,12135444,2019/4/7,飞凤轩[进门],1,允许通过,14:10
1338366,19563511,2019/4/7,青鸾苑[出门],1,允许通过,14:12
1336525,17923877,2019/4/7,飞凤轩[进门],1,允许通过,14:13
1336526,124859,2019/4/7,飞凤轩[出门],1,允许通过,14:14
1336528,17130261,2019/4/7,飞凤轩[出门],1,允许通过,14:14
1336527,17130261,2019/4/7,飞凤轩[出门],1,允许通过,14:14
1333838,24055200,2019/4/7,第六教学楼[出门],1,允许通过,14:14
1338367,24652996,2019/4/7,青鸾苑[出门],1,允许通过,14:17
1336529,17741991,2019/4/7,飞凤轩[进门],1,允许通过,14:18
1336530,8021664,2019/4/7,飞凤轩[出门],1,允许通过,14:19
1336531,8021664,2019/4/7,飞凤轩[进门],1,允许通过,14:19
1338368,4262452,2019/4/7,青鸾苑[出门],1,允许通过,14:20
1333840,22551028,2019/4/7,第六教学楼[出门],1,允许通过,14:20
1338369,24652996,2019/4/7,青鸾苑[进门],1,允许通过,14:22
1333841,20429546,2019/4/7,第六教学楼[进门],1,允许通过,14:23
1338370,5763684,2019/4/7,青鸾苑[出门],1,允许通过,14:23
1333842,16944213,2019/4/7,第六教学楼[出门],1,允许通过,14:23
1338371,5763684,2019/4/7,青鸾苑[进门],1,允许通过,14:23
1336532,12358500,2019/4/7,飞凤轩[出门],1,允许通过,14:24
1336533,18754634,2019/4/7,飞凤轩[出门],1,允许通过,14:25
1336534,20161818,2019/4/7,飞凤轩[出门],1,允许通过,14:26
1338372,7102740,2019/4/7,青鸾苑[出门],1,允许通过,14:27
1336535,5363367,2019/4/7,飞凤轩[进门],1,允许通过,14:28
1333843,20923562,2019/4/7,第六教学楼[进门],1,允许通过,14:28
1338373,20218263,2019/4/7,青鸾苑[进门],1,允许通过,14:29
1338374,5503047,2019/4/7,青鸾苑[进门],1,允许通过,14:30
1336536,20460928,2019/4/7,飞凤轩[进门],1,允许通过,14:31
1333844,2654674,2019/4/7,第六教学楼[进门],1,允许通过,14:32
1333845,22005898,2019/4/7,第六教学楼[进门],1,允许通过,14:32
1336537,858438,2019/4/7,飞凤轩[进门],1,允许通过,14:34
1338375,12841360,2019/4/7,青鸾苑[出门],1,允许通过,14:35
1336538,20602538,2019/4/7,飞凤轩[进门],1,允许通过,14:35
1333846,19536490,2019/4/7,第六教学楼[出门],1,允许通过,14:37
1338736,1144678,2019/4/7,第七教学楼[出门],1,允许通过,14:37
1333847,17556455,2019/4/7,第六教学楼[出门],1,允许通过,14:37
1336539,7540098,2019/4/7,飞凤轩[出门],1,允许通过,14:38
1336540,21234938,2019/4/7,飞凤轩[进门],1,允许通过,14:38
1338738,10240082,2019/4/7,第七教学楼[出门],1,允许通过,14:38
1333848,25409450,2019/4/7,第六教学楼[进门],1,允许通过,14:39
1333849,25409450,2019/4/7,第六教学楼[进门],1,允许通过,14:39
1333850,423622,2019/4/7,第六教学楼[进门],1,允许通过,14:39
1336541,260502,2019/4/7,飞凤轩[进门],1,允许通过,14:39
1333851,19834362,2019/4/7,第六教学楼[进门],1,允许通过,14:40
1336542,19117354,2019/4/7,飞凤轩[进门],1,允许通过,14:43
1336543,19836314,2019/4/7,飞凤轩[进门],1,允许通过,14:46
1333852,11759250,2019/4/7,第六教学楼[进门],1,允许通过,14:46
1336544,419622,2019/4/7,飞凤轩[出门],1,允许通过,14:46
1333853,20037914,2019/4/7,第六教学楼[进门],1,允许通过,14:46
1336545,21648394,2019/4/7,飞凤轩[出门],1,允许通过,14:47
1336546,13825344,2019/4/7,飞凤轩[进门],1,允许通过,14:48
1336547,21030007,2019/4/7,飞凤轩[出门],1,允许通过,14:49
1336548,15801451,2019/4/7,飞凤轩[出门],1,允许通过,14:50
1336549,6936474,2019/4/7,飞凤轩[出门],1,允许通过,14:50
1333854,11759250,2019/4/7,第六教学楼[出门],1,允许通过,14:50
1336550,18753767,2019/4/7,飞凤轩[进门],1,允许通过,14:50
1336551,17015509,2019/4/7,飞凤轩[出门],1,允许通过,14:51
1333855,21403626,2019/4/7,第六教学楼[出门],1,允许通过,14:51
1336552,1828667,2019/4/7,飞凤轩[进门],1,允许通过,14:52
1338376,19433399,2019/4/7,青鸾苑[进门],1,允许通过,14:53
1336553,19854746,2019/4/7,飞凤轩[进门],1,允许通过,14:53
1336554,17106069,2019/4/7,飞凤轩[出门],1,允许通过,14:53
1333856,20162330,2019/4/7,第六教学楼[进门],1,允许通过,14:54
1336555,1238278,2019/4/7,飞凤轩[出门],1,允许通过,14:54
1336556,20111194,2019/4/7,飞凤轩[进门],1,允许通过,14:55
1338378,20028359,2019/4/7,青鸾苑[出门],1,允许通过,14:56
1336557,6936474,2019/4/7,飞凤轩[进门],1,允许通过,14:56
1336558,21405306,2019/4/7,飞凤轩[进门],1,允许通过,14:57
1333857,18659834,2019/4/7,第六教学楼[出门],1,允许通过,14:58
1336559,8510898,2019/4/7,飞凤轩[出门],1,允许通过,14:59
1336560,8643664,2019/4/7,飞凤轩[出门],1,允许通过,14:59
1336561,1356470,2019/4/7,飞凤轩[出门],1,允许通过,15:00
1333858,23263946,2019/4/7,第六教学楼[进门],1,允许通过,00:00
1336562,1828667,2019/4/7,飞凤轩[出门],1,允许通过,15:01
1336563,1828667,2019/4/7,飞凤轩[出门],1,允许通过,15:01
1338379,22504631,2019/4/7,青鸾苑[进门],1,允许通过,00:00
1336564,21648394,2019/4/7,飞凤轩[进门],1,允许通过,00:00
1336565,7540098,2019/4/7,飞凤轩[进门],1,允许通过,00:00
1333859,2405010,2019/4/7,第六教学楼[进门],1,允许通过,00:00
1336566,2010795,2019/4/7,飞凤轩[进门],1,允许通过,00:00
1336567,20525802,2019/4/7,飞凤轩[出门],1,允许通过,00:00
1336568,20856180,2019/4/7,飞凤轩[进门],1,允许通过,00:00
1338380,17835991,2019/4/7,青鸾苑[出门],1,允许通过,00:00
1336569,19608714,2019/4/7,飞凤轩[出门],1,允许通过,00:00
1336570,5806804,2019/4/7,飞凤轩[进门],1,允许通过,15:09
1338381,25262471,2019/4/7,青鸾苑[出门],1,允许通过,00:00
1333860,21446634,2019/4/7,第六教学楼[出门],1,允许通过,15:10
1336571,19050394,2019/4/7,飞凤轩[出门],1,允许通过,15:10
1338382,433095,2019/4/7,青鸾苑[出门],1,允许通过,15:10
1336572,18629328,2019/4/7,飞凤轩[出门],1,允许通过,00:00
1333861,20429546,2019/4/7,第六教学楼[出门],1,允许通过,15:12
1336573,16916341,2019/4/7,飞凤轩[进门],1,允许通过,15:13
1336574,8643664,2019/4/7,飞凤轩[进门],1,允许通过,15:15
1333862,5310804,2019/4/7,第六教学楼[出门],1,允许通过,15:16
1336575,6936474,2019/4/7,飞凤轩[出门],1,允许通过,15:17
1333863,8404516,2019/4/7,第六教学楼[出门],1,允许通过,15:18
1333864,19355402,2019/4/7,第六教学楼[出门],1,允许通过,15:18
1336576,21320618,2019/4/7,飞凤轩[进门],1,允许通过,15:18
1336577,8021664,2019/4/7,飞凤轩[出门],1,允许通过,15:19
1336578,18547594,2019/4/7,飞凤轩[进门],1,允许通过,15:20
1333865,8404516,2019/4/7,第六教学楼[进门],1,允许通过,15:21
1336579,18009232,2019/4/7,飞凤轩[出门],1,允许通过,15:21
1336580,6936474,2019/4/7,飞凤轩[进门],1,允许通过,15:22
1336581,711558,2019/4/7,飞凤轩[出门],1,允许通过,15:22
1336582,19325616,2019/4/7,飞凤轩[出门],1,允许通过,15:23
1336583,1452774,2019/4/7,飞凤轩[进门],1,允许通过,15:24
1338383,16830181,2019/4/7,青鸾苑[进门],1,允许通过,15:24
1336584,308374,2019/4/7,飞凤轩[进门],1,允许通过,15:25
1336585,24006618,2019/4/7,飞凤轩[进门],1,允许通过,15:28
1336586,17814677,2019/4/7,飞凤轩[出门],1,允许通过,15:28
1336587,20214458,2019/4/7,飞凤轩[进门],1,允许通过,15:30
1336588,17051285,2019/4/7,飞凤轩[出门],1,允许通过,15:30
